timestamp,equity
2025-10-29 09:00:00+00:00,9278.679628699369
2025-10-29 09:15:00+00:00,9278.679628699369
2025-10-29 09:30:00+00:00,9278.679628699369
2025-10-29 09:45:00+00:00,9278.679628699369
2025-10-29 10:00:00+00:00,9278.679628699369
2025-10-29 10:15:00+00:00,9278.679628699369
2025-10-29 10:30:00+00:00,9278.679628699369
2025-10-29 10:45:00+00:00,9278.679628699369
2025-10-29 11:00:00+00:00,9278.679628699369
2025-10-29 11:15:00+00:00,9278.679628699369
2025-10-29 11:30:00+00:00,9278.679628699369
2025-10-29 11:45:00+00:00,9278.679628699369
2025-10-29 12:00:00+00:00,9278.679628699369
2025-10-29 12:15:00+00:00,9278.679628699369
2025-10-29 12:30:00+00:00,9278.679628699369
2025-10-29 12:45:00+00:00,9278.679628699369
2025-10-29 13:00:00+00:00,9278.679628699369
2025-10-29 13:15:00+00:00,9278.679628699369
2025-10-29 13:30:00+00:00,9278.679628699369
2025-10-29 13:45:00+00:00,9278.679628699369
2025-10-29 14:00:00+00:00,9278.679628699369
2025-10-29 14:15:00+00:00,9278.679628699369
2025-10-29 14:30:00+00:00,9278.679628699369
2025-10-29 14:45:00+00:00,9278.679628699369
2025-10-29 15:00:00+00:00,9278.679628699369
2025-10-29 15:15:00+00:00,9278.679628699369
2025-10-29 15:30:00+00:00,9278.679628699369
2025-10-29 15:45:00+00:00,9278.679628699369
2025-10-29 16:00:00+00:00,9278.679628699369
2025-10-29 16:15:00+00:00,9278.679628699369
2025-10-29 16:30:00+00:00,9278.679628699369
2025-10-29 16:45:00+00:00,9278.679628699369
2025-10-29 17:00:00+00:00,9278.679628699369
2025-10-29 17:15:00+00:00,9278.679628699369
2025-10-29 17:30:00+00:00,9278.679628699369
2025-10-29 17:45:00+00:00,9278.679628699369
2025-10-29 18:00:00+00:00,9278.679628699369
2025-10-29 18:15:00+00:00,9278.679628699369
2025-10-29 18:30:00+00:00,9278.679628699369
2025-10-29 18:45:00+00:00,9278.679628699369
2025-10-29 19:00:00+00:00,9278.679628699369
2025-10-29 19:15:00+00:00,9278.679628699369
2025-10-29 19:30:00+00:00,9278.679628699369
2025-10-29 19:45:00+00:00,9278.679628699369
2025-10-29 20:00:00+00:00,9278.679628699369
2025-10-29 20:15:00+00:00,9278.679628699369
2025-10-29 20:30:00+00:00,9278.679628699369
2025-10-29 20:45:00+00:00,9278.679628699369
2025-10-29 21:00:00+00:00,9278.679628699369
2025-10-29 21:15:00+00:00,9278.679628699369
2025-10-29 21:30:00+00:00,9278.679628699369
2025-10-29 21:45:00+00:00,9278.679628699369
2025-10-29 22:00:00+00:00,9278.679628699369
2025-10-29 22:15:00+00:00,9278.679628699369
2025-10-29 22:30:00+00:00,9278.679628699369
2025-10-29 22:45:00+00:00,9278.679628699369
2025-10-29 23:00:00+00:00,9278.679628699369
2025-10-29 23:15:00+00:00,9278.679628699369
2025-10-29 23:30:00+00:00,9278.679628699369
2025-10-29 23:45:00+00:00,9278.679628699369
2025-10-30 00:00:00+00:00,9278.679628699369
2025-10-30 00:15:00+00:00,9278.679628699369
2025-10-30 00:30:00+00:00,9278.679628699369
2025-10-30 00:45:00+00:00,9278.679628699369
2025-10-30 01:00:00+00:00,9278.679628699369
2025-10-30 01:15:00+00:00,9278.679628699369
2025-10-30 01:30:00+00:00,9278.679628699369
2025-10-30 01:45:00+00:00,9278.679628699369
2025-10-30 02:00:00+00:00,9278.679628699369
2025-10-30 02:15:00+00:00,9278.679628699369
2025-10-30 02:30:00+00:00,9278.679628699369
2025-10-30 02:45:00+00:00,9278.679628699369
2025-10-30 03:00:00+00:00,9278.679628699369
2025-10-30 03:15:00+00:00,9278.679628699369
2025-10-30 03:30:00+00:00,9278.679628699369
2025-10-30 03:45:00+00:00,9278.679628699369
2025-10-30 04:00:00+00:00,9278.679628699369
2025-10-30 04:15:00+00:00,9278.679628699369
2025-10-30 04:30:00+00:00,9278.679628699369
2025-10-30 04:45:00+00:00,9278.679628699369
2025-10-30 05:00:00+00:00,9278.679628699369
2025-10-30 05:15:00+00:00,9278.679628699369
2025-10-30 05:30:00+00:00,9278.679628699369
2025-10-30 05:45:00+00:00,9278.679628699369
2025-10-30 06:00:00+00:00,9278.679628699369
2025-10-30 06:15:00+00:00,9278.679628699369
2025-10-30 06:30:00+00:00,9278.679628699369
2025-10-30 06:45:00+00:00,9278.679628699369
2025-10-30 07:00:00+00:00,9278.679628699369
2025-10-30 07:15:00+00:00,9278.679628699369
2025-10-30 07:30:00+00:00,9278.679628699369
2025-10-30 07:45:00+00:00,9278.679628699369
2025-10-30 08:00:00+00:00,9278.679628699369
2025-10-30 08:15:00+00:00,9278.679628699369
2025-10-30 08:30:00+00:00,9278.679628699369
2025-10-30 08:45:00+00:00,9278.679628699369
2025-10-30 09:00:00+00:00,9278.679628699369
2025-10-30 09:15:00+00:00,9278.679628699369
2025-10-30 09:30:00+00:00,9278.679628699369
2025-10-30 09:45:00+00:00,9278.679628699369
2025-10-30 10:00:00+00:00,9278.679628699369
2025-10-30 10:15:00+00:00,9278.679628699369
2025-10-30 10:30:00+00:00,9278.679628699369
2025-10-30 10:45:00+00:00,9278.679628699369
2025-10-30 11:00:00+00:00,9278.679628699369
2025-10-30 11:15:00+00:00,9278.679628699369
2025-10-30 11:30:00+00:00,9278.679628699369
2025-10-30 11:45:00+00:00,9278.679628699369
2025-10-30 12:00:00+00:00,9278.679628699369
2025-10-30 12:15:00+00:00,9278.679628699369
2025-10-30 12:30:00+00:00,9278.679628699369
2025-10-30 12:45:00+00:00,9278.679628699369
2025-10-30 13:00:00+00:00,9278.679628699369
2025-10-30 13:15:00+00:00,9278.679628699369
2025-10-30 13:30:00+00:00,9278.679628699369
2025-10-30 13:45:00+00:00,9278.679628699369
2025-10-30 14:00:00+00:00,9278.679628699369
2025-10-30 14:15:00+00:00,9278.679628699369
2025-10-30 14:30:00+00:00,9278.679628699369
2025-10-30 14:45:00+00:00,9278.679628699369
2025-10-30 15:00:00+00:00,9278.679628699369
2025-10-30 15:15:00+00:00,9278.679628699369
2025-10-30 15:30:00+00:00,9278.679628699369
2025-10-30 15:45:00+00:00,9278.679628699369
2025-10-30 16:00:00+00:00,9278.679628699369
2025-10-30 16:15:00+00:00,9278.679628699369
2025-10-30 16:30:00+00:00,9278.679628699369
2025-10-30 16:45:00+00:00,9278.679628699369
2025-10-30 17:00:00+00:00,9278.679628699369
2025-10-30 17:15:00+00:00,9278.679628699369
2025-10-30 17:30:00+00:00,9278.679628699369
2025-10-30 17:45:00+00:00,9278.679628699369
2025-10-30 18:00:00+00:00,9278.679628699369
2025-10-30 18:15:00+00:00,9278.679628699369
2025-10-30 18:30:00+00:00,9278.679628699369
2025-10-30 18:45:00+00:00,9278.679628699369
2025-10-30 19:00:00+00:00,9278.679628699369
2025-10-30 19:15:00+00:00,9278.679628699369
2025-10-30 19:30:00+00:00,9278.679628699369
2025-10-30 19:45:00+00:00,9278.679628699369
2025-10-30 20:00:00+00:00,9278.679628699369
2025-10-30 20:15:00+00:00,9278.679628699369
2025-10-30 20:30:00+00:00,9278.679628699369
2025-10-30 20:45:00+00:00,9278.679628699369
2025-10-30 21:00:00+00:00,9278.679628699369
2025-10-30 21:15:00+00:00,9278.679628699369
2025-10-30 21:30:00+00:00,9278.679628699369
2025-10-30 21:45:00+00:00,9278.679628699369
2025-10-30 22:00:00+00:00,9278.679628699369
2025-10-30 22:15:00+00:00,9278.679628699369
2025-10-30 22:30:00+00:00,9278.679628699369
2025-10-30 22:45:00+00:00,9278.679628699369
2025-10-30 23:00:00+00:00,9278.679628699369
2025-10-30 23:15:00+00:00,9278.679628699369
2025-10-30 23:30:00+00:00,9278.679628699369
2025-10-30 23:45:00+00:00,9278.679628699369
2025-10-31 00:00:00+00:00,9278.679628699369
2025-10-31 00:15:00+00:00,9278.679628699369
2025-10-31 00:30:00+00:00,9278.679628699369
2025-10-31 00:45:00+00:00,9278.679628699369
2025-10-31 01:00:00+00:00,9278.679628699369
2025-10-31 01:15:00+00:00,9278.679628699369
2025-10-31 01:30:00+00:00,9278.679628699369
2025-10-31 01:45:00+00:00,9278.679628699369
2025-10-31 02:00:00+00:00,9278.679628699369
2025-10-31 02:15:00+00:00,9278.679628699369
2025-10-31 02:30:00+00:00,9278.679628699369
2025-10-31 02:45:00+00:00,9278.679628699369
2025-10-31 03:00:00+00:00,9278.679628699369
2025-10-31 03:15:00+00:00,9278.679628699369
2025-10-31 03:30:00+00:00,9278.679628699369
2025-10-31 03:45:00+00:00,9278.679628699369
2025-10-31 04:00:00+00:00,9278.679628699369
2025-10-31 04:15:00+00:00,9278.679628699369
2025-10-31 04:30:00+00:00,9278.679628699369
2025-10-31 04:45:00+00:00,9278.679628699369
2025-10-31 05:00:00+00:00,9278.679628699369
2025-10-31 05:15:00+00:00,9278.679628699369
2025-10-31 05:30:00+00:00,9278.679628699369
2025-10-31 05:45:00+00:00,9278.679628699369
2025-10-31 06:00:00+00:00,9278.679628699369
2025-10-31 06:15:00+00:00,9278.679628699369
2025-10-31 06:30:00+00:00,9278.679628699369
2025-10-31 06:45:00+00:00,9278.679628699369
2025-10-31 07:00:00+00:00,9278.679628699369
2025-10-31 07:15:00+00:00,9278.679628699369
2025-10-31 07:30:00+00:00,9278.679628699369
2025-10-31 07:45:00+00:00,9278.679628699369
2025-10-31 08:00:00+00:00,9278.679628699369
2025-10-31 08:15:00+00:00,9278.679628699369
2025-10-31 08:30:00+00:00,9278.679628699369
2025-10-31 08:45:00+00:00,9278.679628699369
2025-10-31 09:00:00+00:00,9278.679628699369
2025-10-31 09:15:00+00:00,9278.679628699369
2025-10-31 09:30:00+00:00,9278.679628699369
2025-10-31 09:45:00+00:00,9278.679628699369
2025-10-31 10:00:00+00:00,9278.679628699369
2025-10-31 10:15:00+00:00,9278.679628699369
2025-10-31 10:30:00+00:00,9278.679628699369
2025-10-31 10:45:00+00:00,9278.679628699369
2025-10-31 11:00:00+00:00,9278.679628699369
2025-10-31 11:15:00+00:00,9278.679628699369
2025-10-31 11:30:00+00:00,9278.679628699369
2025-10-31 11:45:00+00:00,9278.679628699369
2025-10-31 12:00:00+00:00,9278.679628699369
2025-10-31 12:15:00+00:00,9278.679628699369
2025-10-31 12:30:00+00:00,9278.679628699369
2025-10-31 12:45:00+00:00,9278.679628699369
2025-10-31 13:00:00+00:00,9278.679628699369
2025-10-31 13:15:00+00:00,9278.679628699369
2025-10-31 13:30:00+00:00,9278.679628699369
2025-10-31 13:45:00+00:00,9278.679628699369
2025-10-31 14:00:00+00:00,9278.679628699369
2025-10-31 14:15:00+00:00,9278.679628699369
2025-10-31 14:30:00+00:00,9278.679628699369
2025-10-31 14:45:00+00:00,9278.679628699369
2025-10-31 15:00:00+00:00,9278.679628699369
2025-10-31 15:15:00+00:00,9278.679628699369
2025-10-31 15:30:00+00:00,9278.679628699369
2025-10-31 15:45:00+00:00,9278.679628699369
2025-10-31 16:00:00+00:00,9278.679628699369
2025-10-31 16:15:00+00:00,9278.679628699369
2025-10-31 16:30:00+00:00,9278.679628699369
2025-10-31 16:45:00+00:00,9278.679628699369
2025-10-31 17:00:00+00:00,9278.679628699369
2025-10-31 17:15:00+00:00,9278.679628699369
2025-10-31 17:30:00+00:00,9278.679628699369
2025-10-31 17:45:00+00:00,9278.679628699369
2025-10-31 18:00:00+00:00,9278.679628699369
2025-10-31 18:15:00+00:00,9278.679628699369
2025-10-31 18:30:00+00:00,9278.679628699369
2025-10-31 18:45:00+00:00,9278.679628699369
2025-10-31 19:00:00+00:00,9278.679628699369
2025-10-31 19:15:00+00:00,9278.679628699369
2025-10-31 19:30:00+00:00,9278.679628699369
2025-10-31 19:45:00+00:00,9278.679628699369
2025-10-31 20:00:00+00:00,9278.679628699369
2025-10-31 20:15:00+00:00,9278.679628699369
2025-10-31 20:30:00+00:00,9278.679628699369
2025-10-31 20:45:00+00:00,9278.679628699369
2025-10-31 21:00:00+00:00,9278.679628699369
2025-10-31 21:15:00+00:00,9278.679628699369
2025-10-31 21:30:00+00:00,9278.679628699369
2025-10-31 21:45:00+00:00,9278.679628699369
2025-10-31 22:00:00+00:00,9278.679628699369
2025-10-31 22:15:00+00:00,9278.679628699369
2025-10-31 22:30:00+00:00,9278.679628699369
2025-10-31 22:45:00+00:00,9278.679628699369
2025-10-31 23:00:00+00:00,9278.679628699369
2025-10-31 23:15:00+00:00,9278.679628699369
2025-10-31 23:30:00+00:00,9278.679628699369
2025-10-31 23:45:00+00:00,9278.679628699369
2025-11-01 00:00:00+00:00,9278.679628699369
2025-11-01 00:15:00+00:00,9278.679628699369
2025-11-01 00:30:00+00:00,9278.679628699369
2025-11-01 00:45:00+00:00,9278.679628699369
2025-11-01 01:00:00+00:00,9278.679628699369
2025-11-01 01:15:00+00:00,9278.679628699369
2025-11-01 01:30:00+00:00,9278.679628699369
2025-11-01 01:45:00+00:00,9278.679628699369
2025-11-01 02:00:00+00:00,9278.679628699369
2025-11-01 02:15:00+00:00,9278.679628699369
2025-11-01 02:30:00+00:00,9278.679628699369
2025-11-01 02:45:00+00:00,9278.679628699369
2025-11-01 03:00:00+00:00,9278.679628699369
2025-11-01 03:15:00+00:00,9278.679628699369
2025-11-01 03:30:00+00:00,9278.679628699369
2025-11-01 03:45:00+00:00,9278.679628699369
2025-11-01 04:00:00+00:00,9278.679628699369
2025-11-01 04:15:00+00:00,9278.679628699369
2025-11-01 04:30:00+00:00,9278.679628699369
2025-11-01 04:45:00+00:00,9278.679628699369
2025-11-01 05:00:00+00:00,9278.679628699369
2025-11-01 05:15:00+00:00,9278.679628699369
2025-11-01 05:30:00+00:00,9278.679628699369
2025-11-01 05:45:00+00:00,9278.679628699369
2025-11-01 06:00:00+00:00,9278.679628699369
2025-11-01 06:15:00+00:00,9278.679628699369
2025-11-01 06:30:00+00:00,9278.679628699369
2025-11-01 06:45:00+00:00,9278.679628699369
2025-11-01 07:00:00+00:00,9278.679628699369
2025-11-01 07:15:00+00:00,9278.679628699369
2025-11-01 07:30:00+00:00,9278.679628699369
2025-11-01 07:45:00+00:00,9278.679628699369
2025-11-01 08:00:00+00:00,9278.679628699369
2025-11-01 08:15:00+00:00,9278.679628699369
2025-11-01 08:30:00+00:00,9278.679628699369
2025-11-01 08:45:00+00:00,9278.679628699369
2025-11-01 09:00:00+00:00,9278.679628699369
2025-11-01 09:15:00+00:00,9278.679628699369
2025-11-01 09:30:00+00:00,9278.679628699369
2025-11-01 09:45:00+00:00,9278.679628699369
2025-11-01 10:00:00+00:00,9278.679628699369
2025-11-01 10:15:00+00:00,9278.679628699369
2025-11-01 10:30:00+00:00,9278.679628699369
2025-11-01 10:45:00+00:00,9278.679628699369
2025-11-01 11:00:00+00:00,9278.679628699369
2025-11-01 11:15:00+00:00,9278.679628699369
2025-11-01 11:30:00+00:00,9278.679628699369
2025-11-01 11:45:00+00:00,9278.679628699369
2025-11-01 12:00:00+00:00,9278.679628699369
2025-11-01 12:15:00+00:00,9278.679628699369
2025-11-01 12:30:00+00:00,9278.679628699369
2025-11-01 12:45:00+00:00,9278.679628699369
2025-11-01 13:00:00+00:00,9278.679628699369
2025-11-01 13:15:00+00:00,9278.679628699369
2025-11-01 13:30:00+00:00,9278.679628699369
2025-11-01 13:45:00+00:00,9278.679628699369
2025-11-01 14:00:00+00:00,9278.679628699369
2025-11-01 14:15:00+00:00,9278.679628699369
2025-11-01 14:30:00+00:00,9278.679628699369
2025-11-01 14:45:00+00:00,9278.679628699369
2025-11-01 15:00:00+00:00,9278.679628699369
2025-11-01 15:15:00+00:00,9278.679628699369
2025-11-01 15:30:00+00:00,9278.679628699369
2025-11-01 15:45:00+00:00,9278.679628699369
2025-11-01 16:00:00+00:00,9278.679628699369
2025-11-01 16:15:00+00:00,9278.679628699369
2025-11-01 16:30:00+00:00,9278.679628699369
2025-11-01 16:45:00+00:00,9278.679628699369
2025-11-01 17:00:00+00:00,9278.679628699369
2025-11-01 17:15:00+00:00,9278.679628699369
2025-11-01 17:30:00+00:00,9278.679628699369
2025-11-01 17:45:00+00:00,9278.679628699369
2025-11-01 18:00:00+00:00,9278.679628699369
2025-11-01 18:15:00+00:00,9278.679628699369
2025-11-01 18:30:00+00:00,9278.679628699369
2025-11-01 18:45:00+00:00,9278.679628699369
2025-11-01 19:00:00+00:00,9278.679628699369
2025-11-01 19:15:00+00:00,9278.679628699369
2025-11-01 19:30:00+00:00,9278.679628699369
2025-11-01 19:45:00+00:00,9278.679628699369
2025-11-01 20:00:00+00:00,9278.679628699369
2025-11-01 20:15:00+00:00,9278.679628699369
2025-11-01 20:30:00+00:00,9278.679628699369
2025-11-01 20:45:00+00:00,9278.679628699369
2025-11-01 21:00:00+00:00,9278.679628699369
2025-11-01 21:15:00+00:00,9278.679628699369
2025-11-01 21:30:00+00:00,9278.679628699369
2025-11-01 21:45:00+00:00,9278.679628699369
2025-11-01 22:00:00+00:00,9278.679628699369
2025-11-01 22:15:00+00:00,9278.679628699369
2025-11-01 22:30:00+00:00,9278.679628699369
2025-11-01 22:45:00+00:00,9278.679628699369
2025-11-01 23:00:00+00:00,9278.679628699369
2025-11-01 23:15:00+00:00,9278.679628699369
2025-11-01 23:30:00+00:00,9278.679628699369
2025-11-01 23:45:00+00:00,9278.679628699369
2025-11-02 00:00:00+00:00,9278.679628699369
2025-11-02 00:15:00+00:00,9278.679628699369
2025-11-02 00:30:00+00:00,9278.679628699369
2025-11-02 00:45:00+00:00,9278.679628699369
2025-11-02 01:00:00+00:00,9278.679628699369
2025-11-02 01:15:00+00:00,9278.679628699369
2025-11-02 01:30:00+00:00,9278.679628699369
2025-11-02 01:45:00+00:00,9278.679628699369
2025-11-02 02:00:00+00:00,9278.679628699369
2025-11-02 02:15:00+00:00,9278.679628699369
2025-11-02 02:30:00+00:00,9278.679628699369
2025-11-02 02:45:00+00:00,9278.679628699369
2025-11-02 03:00:00+00:00,9278.679628699369
2025-11-02 03:15:00+00:00,9278.679628699369
2025-11-02 03:30:00+00:00,9278.679628699369
2025-11-02 03:45:00+00:00,9278.679628699369
2025-11-02 04:00:00+00:00,9278.679628699369
2025-11-02 04:15:00+00:00,9278.679628699369
2025-11-02 04:30:00+00:00,9278.679628699369
2025-11-02 04:45:00+00:00,9278.679628699369
2025-11-02 05:00:00+00:00,9278.679628699369
2025-11-02 05:15:00+00:00,9278.679628699369
2025-11-02 05:30:00+00:00,9278.679628699369
2025-11-02 05:45:00+00:00,9278.679628699369
2025-11-02 06:00:00+00:00,9278.679628699369
2025-11-02 06:15:00+00:00,9278.679628699369
2025-11-02 06:30:00+00:00,9278.679628699369
2025-11-02 06:45:00+00:00,12053.935489247237
2025-11-02 07:00:00+00:00,12057.91633240819
2025-11-02 07:15:00+00:00,12059.304735406135
2025-11-02 07:30:00+00:00,12058.592172780558
2025-11-02 07:45:00+00:00,12058.268966647885
2025-11-02 08:00:00+00:00,12061.342568936812
2025-11-02 08:15:00+00:00,12060.40212712353
2025-11-02 08:30:00+00:00,12057.586586696178
2025-11-02 08:45:00+00:00,12054.095960463304
2025-11-02 09:00:00+00:00,12056.961805347104
2025-11-02 09:15:00+00:00,12058.141193328509
2025-11-02 09:30:00+00:00,12053.420120090936
2025-11-02 09:45:00+00:00,12048.269698317585
2025-11-02 10:00:00+00:00,12050.700158130834
2025-11-02 10:15:00+00:00,12050.730843849266
2025-11-02 10:30:00+00:00,12049.98684093841
2025-11-02 10:45:00+00:00,12049.410603389808
2025-11-02 11:00:00+00:00,12046.179045107638
2025-11-02 11:15:00+00:00,12046.439622192034
2025-11-02 11:30:00+00:00,9268.680588375275
2025-11-02 11:45:00+00:00,9268.680588375275
2025-11-02 12:00:00+00:00,9268.680588375275
2025-11-02 12:15:00+00:00,9268.680588375275
2025-11-02 12:30:00+00:00,9268.680588375275
2025-11-02 12:45:00+00:00,9268.680588375275
2025-11-02 13:00:00+00:00,9268.680588375275
2025-11-02 13:15:00+00:00,9268.680588375275
2025-11-02 13:30:00+00:00,9268.680588375275
2025-11-02 13:45:00+00:00,9268.680588375275
2025-11-02 14:00:00+00:00,9268.680588375275
2025-11-02 14:15:00+00:00,9268.680588375275
2025-11-02 14:30:00+00:00,9268.680588375275
2025-11-02 14:45:00+00:00,9268.680588375275
2025-11-02 15:00:00+00:00,9268.680588375275
2025-11-02 15:15:00+00:00,9268.680588375275
2025-11-02 15:30:00+00:00,9268.680588375275
2025-11-02 15:45:00+00:00,9268.680588375275
2025-11-02 16:00:00+00:00,9268.680588375275
2025-11-02 16:15:00+00:00,9268.680588375275
2025-11-02 16:30:00+00:00,9268.680588375275
2025-11-02 16:45:00+00:00,9268.680588375275
2025-11-02 17:00:00+00:00,9268.680588375275
2025-11-02 17:15:00+00:00,9268.680588375275
2025-11-02 17:30:00+00:00,9268.680588375275
2025-11-02 17:45:00+00:00,9268.680588375275
2025-11-02 18:00:00+00:00,9268.680588375275
2025-11-02 18:15:00+00:00,9268.680588375275
2025-11-02 18:30:00+00:00,9268.680588375275
2025-11-02 18:45:00+00:00,9268.680588375275
2025-11-02 19:00:00+00:00,9268.680588375275
2025-11-02 19:15:00+00:00,9268.680588375275
2025-11-02 19:30:00+00:00,9268.680588375275
2025-11-02 19:45:00+00:00,9268.680588375275
2025-11-02 20:00:00+00:00,9268.680588375275
2025-11-02 20:15:00+00:00,9268.680588375275
2025-11-02 20:30:00+00:00,9268.680588375275
2025-11-02 20:45:00+00:00,9268.680588375275
2025-11-02 21:00:00+00:00,9268.680588375275
2025-11-02 21:15:00+00:00,9268.680588375275
2025-11-02 21:30:00+00:00,9268.680588375275
2025-11-02 21:45:00+00:00,9268.680588375275
2025-11-02 22:00:00+00:00,9268.680588375275
2025-11-02 22:15:00+00:00,9268.680588375275
2025-11-02 22:30:00+00:00,9268.680588375275
2025-11-02 22:45:00+00:00,9268.680588375275
2025-11-02 23:00:00+00:00,9268.680588375275
2025-11-02 23:15:00+00:00,9268.680588375275
2025-11-02 23:30:00+00:00,9268.680588375275
2025-11-02 23:45:00+00:00,9268.680588375275
2025-11-03 00:00:00+00:00,9268.680588375275
2025-11-03 00:15:00+00:00,9268.680588375275
2025-11-03 00:30:00+00:00,9268.680588375275
2025-11-03 00:45:00+00:00,9268.680588375275
2025-11-03 01:00:00+00:00,9268.680588375275
2025-11-03 01:15:00+00:00,9268.680588375275
2025-11-03 01:30:00+00:00,9268.680588375275
2025-11-03 01:45:00+00:00,9268.680588375275
2025-11-03 02:00:00+00:00,9268.680588375275
2025-11-03 02:15:00+00:00,9268.680588375275
2025-11-03 02:30:00+00:00,9268.680588375275
2025-11-03 02:45:00+00:00,9268.680588375275
2025-11-03 03:00:00+00:00,9268.680588375275
2025-11-03 03:15:00+00:00,9268.680588375275
2025-11-03 03:30:00+00:00,9268.680588375275
2025-11-03 03:45:00+00:00,9268.680588375275
2025-11-03 04:00:00+00:00,9268.680588375275
2025-11-03 04:15:00+00:00,9268.680588375275
2025-11-03 04:30:00+00:00,9268.680588375275
